Detailed Story ID,Epic,Capability,Feature Group,Story Type,Source Control Row,Original Release,Proposed Wave,Priority,Baseline Evidence Status,Reconciled Evidence Status,Reconciliation Confidence,Reconciliation Basis,User Story,Acceptance Criteria Summary,Remaining Scope Context,Legal/Domain Revalidation,Dependency Epics
PLN-E16-009,E16,Migration & Parallel,Approve source-to-target mappings and transformations,Business / Workflow,E16-01,R4,P13,Must,NOT STARTED,NOT STARTED,BASELINE RETAINED,No post-baseline story-level evidence change identified.,"As a Data Migration Analyst, I need to approve source-to-target mappings and transformations, so that the payroll capability operates with controlled, reproducible and auditable outcomes.","Each target field has source, transformation, default, validation, owner and sign-off; unsupported gaps are explicit. Source-derived checks: Every mapping must define source field, source meaning, target object, transformation, default policy, validation, effective-date treatment, sensitivity, ownership and reconciliation method.","Data inventory, profiling, source-to-target mapping, cleansing, migration zones, crosswalks, opening balances, mock conversions, parallel payroll and sign-off.",NO SPECIAL FLAG BEYOND NORMAL DESIGN REVIEW,"E01-E15,E18"
PLN-E16-010,E16,Migration & Parallel,Maintain stable identifier crosswalks,Business / Workflow,E16-01,R4,P13,Must,NOT STARTED,NOT STARTED,BASELINE RETAINED,No post-baseline story-level evidence change identified.,"As a Data Migration Lead, I need to maintain stable identifier crosswalks, so that the payroll capability operates with controlled, reproducible and auditable outcomes.","Legacy-to-target identifiers are unique, versioned and reusable across loads, reconciliation and defect correction. Source-derived checks: Generate stable target UUIDs and retain source-to-target crosswalk tables. / Version crosswalks and prevent silent remapping after accepted migration. / migration_source_snapshot","Data inventory, profiling, source-to-target mapping, cleansing, migration zones, crosswalks, opening balances, mock conversions, parallel payroll and sign-off.",NO SPECIAL FLAG BEYOND NORMAL DESIGN REVIEW,"E01-E15,E18"
PLN-E16-011,E16,Migration & Parallel,Execute migration load sequence safely,Business / Workflow,E16-01,R4,P13,Must,NOT STARTED,NOT STARTED,BASELINE RETAINED,No post-baseline story-level evidence change identified.,"As a Migration Operator, I need to execute migration load sequence safely, so that the payroll capability operates with controlled, reproducible and auditable outcomes.","Foundation, configuration, employee, balances and history load in dependency order with checkpoints and rollback. Source-derived checks: 1. Tenant, country, currency and reference configuration / 2. Legal entities, PSUs, establishments and statutory registrations / 3. Organisation, locations, grades, jobs, cost centres and finance references","Data inventory, profiling, source-to-target mapping, cleansing, migration zones, crosswalks, opening balances, mock conversions, parallel payroll and sign-off.",NO SPECIAL FLAG BEYOND NORMAL DESIGN REVIEW,"E01-E15,E18"
PLN-E16-012,E16,Migration & Parallel,Load and reconcile opening balances,Business / Workflow,E16-01,R4,P13,Must,NOT STARTED,NOT STARTED,BASELINE RETAINED,No post-baseline story-level evidence change identified.,"As a Payroll Migration Specialist, I need to load and reconcile opening balances, so that the payroll capability operates with controlled, reproducible and auditable outcomes.","Tax, statutory, payroll and recovery balances use an as-of date, source totals, approval and duplicate prevention. Source-derived checks: Gross and taxable salary year-to-date / Current-employer tax deducted year-to-date / Previous-employer salary and tax values","Data inventory, profiling, source-to-target mapping, cleansing, migration zones, crosswalks, opening balances, mock conversions, parallel payroll and sign-off.",NO SPECIAL FLAG BEYOND NORMAL DESIGN REVIEW,"E01-E15,E18"
PLN-E16-013,E16,Migration & Parallel,Apply historical payroll and document migration strategy,Business / Workflow,E16-01,R4,P13,Must,NOT STARTED,NOT STARTED,BASELINE RETAINED,No post-baseline story-level evidence change identified.,"As a Records and Migration Lead, I need to apply historical payroll and document migration strategy, so that the payroll capability operates with controlled, reproducible and auditable outcomes.","Detailed, summarised or external history treatment is approved by legal, operational, audit and access needs. Source-derived checks: Provide employee and auditor access to required historical payslips and certificates.","Data inventory, profiling, source-to-target mapping, cleansing, migration zones, crosswalks, opening balances, mock conversions, parallel payroll and sign-off.",NO SPECIAL FLAG BEYOND NORMAL DESIGN REVIEW,"E01-E15,E18"
PLN-E16-014,E16,Migration & Parallel,Reconcile migration batches and mock cycles,Business / Workflow,E16-01,R4,P13,Must,NOT STARTED,NOT STARTED,BASELINE RETAINED,No post-baseline story-level evidence change identified.,"As a Data Migration Lead, I need to reconcile migration batches and mock cycles, so that the payroll capability operates with controlled, reproducible and auditable outcomes.","Record counts, amounts, critical fields, rejects and transformations reconcile across repeatable mock migrations. Source-derived checks: 20.1 Reconciliation layers / 20.2 Reconciliation equation / + Approved migration variance","Data inventory, profiling, source-to-target mapping, cleansing, migration zones, crosswalks, opening balances, mock conversions, parallel payroll and sign-off.",NO SPECIAL FLAG BEYOND NORMAL DESIGN REVIEW,"E01-E15,E18"
PLN-E16-015,E16,Migration & Parallel,Execute the payroll test strategy and scenario coverage,Business / Workflow,E16-01,R4,P13,Must,NOT STARTED,NOT STARTED,BASELINE RETAINED,No post-baseline story-level evidence change identified.,"As a Test Manager, I need to execute the payroll test strategy and scenario coverage, so that the payroll capability operates with controlled, reproducible and auditable outcomes.","Unit, integration, security, performance, migration, UAT and payroll scenario suites trace to requirements and defects. Source-derived checks: Use synthetic data by default and masked production-derived data only under approved controls. / Ensure test bank accounts, identifiers and communications cannot reach real external recipients.","Data inventory, profiling, source-to-target mapping, cleansing, migration zones, crosswalks, opening balances, mock conversions, parallel payroll and sign-off.",NO SPECIAL FLAG BEYOND NORMAL DESIGN REVIEW,"E01-E15,E18"
PLN-E16-016,E16,Migration & Parallel,Govern defects and user acceptance,Business / Workflow,E16-01,R4,P13,Must,NOT STARTED,NOT STARTED,BASELINE RETAINED,No post-baseline story-level evidence change identified.,"As a Test Manager, I need to govern defects and user acceptance, so that the payroll capability operates with controlled, reproducible and auditable outcomes.","Defects have severity, payroll impact, owner, retest and waiver; UAT acceptance is role-based and evidenced. Source-derived checks: Reproducible scenario and data / Expected versus actual result / Employee, financial, statutory, payment and security impact","Data inventory, profiling, source-to-target mapping, cleansing, migration zones, crosswalks, opening balances, mock conversions, parallel payroll and sign-off.",NO SPECIAL FLAG BEYOND NORMAL DESIGN REVIEW,"E01-E15,E18"
PLN-E16-017,E16,Migration & Parallel,Run parallel payroll with aligned inputs,Business / Workflow,E16-01,R4,P13,Must,NOT STARTED,NOT STARTED,BASELINE RETAINED,No post-baseline story-level evidence change identified.,"As a Parallel Payroll Lead, I need to run parallel payroll with aligned inputs, so that the payroll capability operates with controlled, reproducible and auditable outcomes.","Legacy and target use controlled, reconciled input populations and configuration assumptions for each comparison cycle. Source-derived checks: 26.2 Recommended duration / Classify and explain every material difference. / Complete the required number of accepted cycles.","Data inventory, profiling, source-to-target mapping, cleansing, migration zones, crosswalks, opening balances, mock conversions, parallel payroll and sign-off.",NO SPECIAL FLAG BEYOND NORMAL DESIGN REVIEW,"E01-E15,E18"
PLN-E16-018,E16,Migration & Parallel,Compare parallel results with approved tolerances,Business / Workflow,E16-01,R4,P13,Must,NOT STARTED,NOT STARTED,BASELINE RETAINED,No post-baseline story-level evidence change identified.,"As a Parallel Payroll Analyst, I need to compare parallel results with approved tolerances, so that the payroll capability operates with controlled, reproducible and auditable outcomes.","Gross, component, tax, statutory, net, employer cost and population differences are classified and explained. Source-derived checks: 28.1 Difference classifications / Data migration difference / Intentional legal or policy difference","Data inventory, profiling, source-to-target mapping, cleansing, migration zones, crosswalks, opening balances, mock conversions, parallel payroll and sign-off.",NO SPECIAL FLAG BEYOND NORMAL DESIGN REVIEW,"E01-E15,E18"
PLN-E16-019,E16,Migration & Parallel,Govern parallel acceptance and exit,Business / Workflow,E16-01,R4,P13,Must,NOT STARTED,NOT STARTED,BASELINE RETAINED,No post-baseline story-level evidence change identified.,"As a Programme Steering Committee, I need to govern parallel acceptance and exit, so that the payroll capability operates with controlled, reproducible and auditable outcomes.","Required cycles, zero-tolerance fields, materiality, open defects and sign-offs meet the approved exit criteria. Source-derived checks: Required number of accepted cycles completed.","Data inventory, profiling, source-to-target mapping, cleansing, migration zones, crosswalks, opening balances, mock conversions, parallel payroll and sign-off.",NO SPECIAL FLAG BEYOND NORMAL DESIGN REVIEW,"E01-E15,E18"
